image_path,merchant,ds,location,y,items,category,text,year,month,day,weekday,hour
F:\ai\ocr_recognition\dataset\train\images\en_1512.jpg,Friendship milk tea shop DATA:16/04/2019 19:14:35PM description Rate Amount Pearl Milk Tea $4 $4 X1 $3.7 $7.4 HK Style X2 $11.4 SUBTOTAL TAX $ 1.1 $ 0.00 GRATUITY TOTAL $12.50 PLEASE COME AGAIN,2019-04-16 19:14:00,,12.5,/04/2019 19:14:35PM description Rate Amount Pearl Milk Tea $4 $4 X1 $3.7 $7.4 HK Style X2 $11.4 SUBTOTAL TAX $ 1.1 $,餐饮,Friendship milk tea shop DATA:16/04/2019 19:14:35PM description Rate Amount Pearl Milk Tea $4 $4 X1 $3.7 $7.4 HK Style X2 $11.4 SUBTOTAL TAX $ 1.1 $ 0.00 GRATUITY TOTAL $12.50 PLEASE COME AGAIN,2019,4,16,1,19
F:\ai\ocr_recognition\dataset\train\images\en_1513.jpg,Friendship milk tea shop DATA:12/09/2018 09:48:39 AM description Rate Amount HotTeax2 $3.7 $7.4 StrawberryMilk $4 Teax1 $4 PineappleTeax1 $3.5 $3.5 SUBTOTAL $14.90 TAX $1.40 GRATUITY $0.00 TOTAL $16.30 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-12-09 09:48:00,,14.9,/09/2018 09:48:39 AM description Rate Amount HotTeax2 $3.7 $7.4 StrawberryMilk $4 Teax1 $4 PineappleTeax1 $3.5 $3.5 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:12/09/2018 09:48:39 AM description Rate Amount HotTeax2 $3.7 $7.4 StrawberryMilk $4 Teax1 $4 PineappleTeax1 $3.5 $3.5 SUBTOTAL $14.90 TAX $1.40 GRATUITY $0.00 TOTAL $16.30 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,12,9,6,9
F:\ai\ocr_recognition\dataset\train\images\en_1514.jpg,Friendship milk tea shop DATA:18/06/2018 7:17:39AM description Rate Amount Chocolate Mi lk Tea x1 $4 $4 Hot Tea x2 $3.7 $7.4 SUBTOTAL $11.40 TAX $1.10 GRATUITY $0.00 TOTAL $12.50 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-06-18 07:17:00,,11.4,/06/2018 7:17:39AM description Rate Amount Chocolate Mi lk Tea x1 $4 $4 Hot Tea x2 $3.7 $7.4 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:18/06/2018 7:17:39AM description Rate Amount Chocolate Mi lk Tea x1 $4 $4 Hot Tea x2 $3.7 $7.4 SUBTOTAL $11.40 TAX $1.10 GRATUITY $0.00 TOTAL $12.50 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,6,18,0,7
F:\ai\ocr_recognition\dataset\train\images\en_1517.jpg,Friendship milk tea shop DATA:28/06/2018 9:17:39AM description Rate Chocolate Mi Amount lk Tea x1 $4 $4 Iced Black Tea x1 $3.5 $3.5 SUBTOTAL $7.50 $0.70 GRATUITY $0.00 TOTAL $8.20 PLEASE COME AGAIN,2018-06-28 09:17:00,,7.5,/06/2018 9:17:39AM description Rate Chocolate Mi Amount lk Tea x1 $4 $4 Iced Black Tea x1 $3.5 $3.5 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:28/06/2018 9:17:39AM description Rate Chocolate Mi Amount lk Tea x1 $4 $4 Iced Black Tea x1 $3.5 $3.5 SUBTOTAL $7.50 $0.70 GRATUITY $0.00 TOTAL $8.20 PLEASE COME AGAIN,2018,6,28,3,9
F:\ai\ocr_recognition\dataset\train\images\en_1518.jpg,DATA:30/10/2020 20:22:22PM Rate Amount description X1 $3.7 $3.7 HK Style X1 $3.7 $3.7 Hot Tea Hot Lemon Tea $2.8 $2.8 X1 SUBTOTAL $10.20 TAX $1.00 $0.00 GRATUITY TOTAL $11.20,2020-10-30 20:22:00,,10.2,/10/2020 20:22:22PM Rate Amount description X1 $3.7 $3.7 HK Style X1 $3.7 $3.7 Hot Tea Hot Lemon Tea $2.8 $2.8 X1 SUBTOTAL,餐饮,DATA:30/10/2020 20:22:22PM Rate Amount description X1 $3.7 $3.7 HK Style X1 $3.7 $3.7 Hot Tea Hot Lemon Tea $2.8 $2.8 X1 SUBTOTAL $10.20 TAX $1.00 $0.00 GRATUITY TOTAL $11.20,2020,10,30,4,20
F:\ai\ocr_recognition\dataset\train\images\en_1521.jpg,Friendship milk tea shop DATA:22/09/2018 14:09:58 PM description Rate Amount Chocolate Milk Tea $4 X3 $12 lced Chocolate $3.6 MilkTea X1 $3.6 $3.7 HotTea X1 $3.7 SUBTOTAL $19.30 $1.90 GRATUITY $0.00 TOTAL $21.20,2018-09-22 14:09:00,,19.3,/09/2018 14:09:58 PM description Rate Amount Chocolate Milk Tea $4 X3 $12 lced Chocolate $3.6 MilkTea X1 $3.6 $3.7 HotTea X1 $3.7 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:22/09/2018 14:09:58 PM description Rate Amount Chocolate Milk Tea $4 X3 $12 lced Chocolate $3.6 MilkTea X1 $3.6 $3.7 HotTea X1 $3.7 SUBTOTAL $19.30 $1.90 GRATUITY $0.00 TOTAL $21.20,2018,9,22,5,14
F:\ai\ocr_recognition\dataset\train\images\en_1522.jpg,DATA: 08/08/2018 08:08:08AM description Rate Amount Iced Lemon Tea $2.8 $2.8 X1 Iced Blueberry Te $3.5 $3.5 ax1 $6.30 SUBTOTAL $0.60 $0.00 GRATUITY $6.90 TOTAL,2018-08-08 08:08:00,,0.6,/08/2018 08:08:08AM description Rate Amount Iced Lemon Tea $2.8 $2.8 X1 Iced Blueberry Te $3.5 $3.5 ax1,餐饮,DATA: 08/08/2018 08:08:08AM description Rate Amount Iced Lemon Tea $2.8 $2.8 X1 Iced Blueberry Te $3.5 $3.5 ax1 $6.30 SUBTOTAL $0.60 $0.00 GRATUITY $6.90 TOTAL,2018,8,8,2,8
F:\ai\ocr_recognition\dataset\train\images\en_1524.jpg,Friendship milk tea shop DATA:15/02/2018 11:34:57AM Rate Amount description $3.5 $7.0 PineappleTea x2 Iced BlackberryT $5.5 $5.5 eax1 $12.50 SUBTOTAL $1.20 TAX $0.00 GRATUITY $13.70 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-02-15 11:34:00,,1.2,/02/2018 11:34:57AM Rate Amount description $3.5 $7.0 PineappleTea x2 Iced BlackberryT $5.5 $5.5 eax1; TAX,餐饮,Friendship milk tea shop DATA:15/02/2018 11:34:57AM Rate Amount description $3.5 $7.0 PineappleTea x2 Iced BlackberryT $5.5 $5.5 eax1 $12.50 SUBTOTAL $1.20 TAX $0.00 GRATUITY $13.70 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,2,15,3,11
F:\ai\ocr_recognition\dataset\train\images\en_1526.jpg,Friendship milk tea shop DATA: 03/04/2020 20:20:17PM Rate Amount $3.7 $3.7 description X1 HK Style Tea $2.8 $2.8 Hot Lemon X1 $6.50 SUBTOTAL $0.60 $0.00 $7.10 GRATUITY TOTAL THANK,2020-03-04 20:20:00,,0.6,/04/2020 20:20:17PM Rate Amount $3.7 $3.7 description X1 HK Style Tea $2.8 $2.8 Hot Lemon X1,餐饮,Friendship milk tea shop DATA: 03/04/2020 20:20:17PM Rate Amount $3.7 $3.7 description X1 HK Style Tea $2.8 $2.8 Hot Lemon X1 $6.50 SUBTOTAL $0.60 $0.00 $7.10 GRATUITY TOTAL THANK,2020,3,4,2,20
F:\ai\ocr_recognition\dataset\train\images\en_1527.jpg,Friendship milk tea shop DATA:19/08/2018 10:46:19AM description Rate Amount Iced Mango Tea X2 $3.5 $7.0 HK Style X1 $3.7 $3.7 Hot Lemon TeaX1 $2.8 $2.8 SUBTOTAL $13.50 TAX $1.30 GRATUITY $0.00 TOTAL $14.80 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018-08-19 10:46:00,,13.5,/08/2018 10:46:19AM description Rate Amount Iced Mango Tea X2 $3.5 $7.0 HK Style X1 $3.7 $3.7 Hot Lemon TeaX1 $2.8 $2.8 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:19/08/2018 10:46:19AM description Rate Amount Iced Mango Tea X2 $3.5 $7.0 HK Style X1 $3.7 $3.7 Hot Lemon TeaX1 $2.8 $2.8 SUBTOTAL $13.50 TAX $1.30 GRATUITY $0.00 TOTAL $14.80 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,2018,8,19,6,10
F:\ai\ocr_recognition\dataset\train\images\en_1531.jpg,Friendship milk tea shop DATA:25/08/2018 19:27:58 PM description Rate Amount Hot Tea X $3.7 $3.7 IcedBlackberry $5.5 $11.0 Tea X2 SUBTOTAL $14.70 $1.40 GRATUITY $0.00 TOTAL $16.10,2018-08-25 19:27:00,,14.7,/08/2018 19:27:58 PM description Rate Amount Hot Tea X $3.7 $3.7 IcedBlackberry $5.5 $11.0 Tea X2 SUBTOTAL; GRATUITY,餐饮,Friendship milk tea shop DATA:25/08/2018 19:27:58 PM description Rate Amount Hot Tea X $3.7 $3.7 IcedBlackberry $5.5 $11.0 Tea X2 SUBTOTAL $14.70 $1.40 GRATUITY $0.00 TOTAL $16.10,2018,8,25,5,19
F:\ai\ocr_recognition\dataset\train\images\en_1539.jpg,★**CREDIT CARD VOUCHER*** Happy fast food DATE: 03/02/2014 10:11:25 description Rate Amount Chicken leg sandwichx1 $12.00 $12.00 Popcorn Chicken x2 $5.00 $5.00 Subtotal: $17.00 Gratuity: $0.00 Total: $17.00 Signature: Customer Copy,2014-03-02 10:11:00,,17.0,/02/2014 10:11:25 description Rate Amount Chicken leg sandwichx1; Popcorn Chicken x2; Subtotal:; Total:,餐饮,★**CREDIT CARD VOUCHER*** Happy fast food DATE: 03/02/2014 10:11:25 description Rate Amount Chicken leg sandwichx1 $12.00 $12.00 Popcorn Chicken x2 $5.00 $5.00 Subtotal: $17.00 Gratuity: $0.00 Total: $17.00 Signature: Customer Copy,2014,3,2,6,10
F:\ai\ocr_recognition\dataset\train\images\en_1576.jpg,***CREDIT CARD VOUCHER*** Happy fast food DATE: 16/12/2015 21:14:54 description Rate Amount Extra tastycrispyx1 $6.0 $6.0 PopcornChicken x1 $5.0 $5.0 Mini burgercombox1 $15.3 $15.3 Subtotal: $26.30 Gratuity: $0.00 Total: $26.30 Signature: Customer Copy,2015-12-16 21:14:00,,26.3,/12/2015 21:14:54 description Rate Amount Extra tastycrispyx1 $6.0 $6.0 PopcornChicken x1 $5.0 $5.0 Mini burgercombox1 $15.3 $15.3 Subtotal:; Total:,餐饮,***CREDIT CARD VOUCHER*** Happy fast food DATE: 16/12/2015 21:14:54 description Rate Amount Extra tastycrispyx1 $6.0 $6.0 PopcornChicken x1 $5.0 $5.0 Mini burgercombox1 $15.3 $15.3 Subtotal: $26.30 Gratuity: $0.00 Total: $26.30 Signature: Customer Copy,2015,12,16,2,21
F:\ai\ocr_recognition\dataset\train\images\en_1579.jpg,***CREDIT CARD VOUCHER*** Happy fast food DATE: 14/10/2015 20:43:34 description Rate Kid'smeal x1 Amount $23.3 Popcom Chicken xl $23.3 $5.0 $5.0 Mini burger combo xa $15.3 $15.3 Subtotal: $43.60 Gratuity: $0.00 Total: $43.60 Signature: Customer Copy,2015-10-14 20:43:00,,43.6,/10/2015 20:43:34 description Rate Kid'smeal x1 Amount $23.3 Popcom Chicken xl $23.3 $5.0 $5.0 Mini burger combo xa $15.3 $15.3 Subtotal:; Total:,餐饮,***CREDIT CARD VOUCHER*** Happy fast food DATE: 14/10/2015 20:43:34 description Rate Kid'smeal x1 Amount $23.3 Popcom Chicken xl $23.3 $5.0 $5.0 Mini burger combo xa $15.3 $15.3 Subtotal: $43.60 Gratuity: $0.00 Total: $43.60 Signature: Customer Copy,2015,10,14,2,20
F:\ai\ocr_recognition\dataset\train\images\en_1601.jpg,JOE'SKANSAS CITY BAR-B-QUE 3002w.47thAvenue 03/05/2022 8:46PM Order Type: DINE IN $25.00 Ten High x1 Four Roses ×1 $23.00 seagvam's7 Crown ×1 $16.00 Chivas Regal ×1 $32.00 Total $96.00 We appreciate your business. Have a nice day!,2022-03-05 20:46:00,,96.0,w.47thAvenue 03/05/2022 8:46PM Order Type: DINE IN; Four Roses ×1; Crown ×1,其他,JOE'SKANSAS CITY BAR-B-QUE 3002w.47thAvenue 03/05/2022 8:46PM Order Type: DINE IN $25.00 Ten High x1 Four Roses ×1 $23.00 seagvam's7 Crown ×1 $16.00 Chivas Regal ×1 $32.00 Total $96.00 We appreciate your business. Have a nice day!,2022,3,5,5,20
F:\ai\ocr_recognition\dataset\train\images\en_1602.jpg,3002w.47thAvenue 03/28/2022 08:14PM Order Type: DINE IN Chivas Regal Royal Salute x1 $34.00 x1 $29.00 Maker's Mark ×1 $16.00 seagvam's 7 Crown Total $79.00 We appreciate your business. Have a nice day!,2022-03-28 20:14:00,,79.0,w.47thAvenue 03/28/2022 08:14PM Order Type: DINE IN Chivas Regal Royal Salute x1; Crown Total,其他,3002w.47thAvenue 03/28/2022 08:14PM Order Type: DINE IN Chivas Regal Royal Salute x1 $34.00 x1 $29.00 Maker's Mark ×1 $16.00 seagvam's 7 Crown Total $79.00 We appreciate your business. Have a nice day!,2022,3,28,0,20
F:\ai\ocr_recognition\dataset\train\images\en_1603.jpg,3002w.47thAvenue 03/05/2022 1:58PM Order Type:DINE IN Logan's x1$24.00 Johnnie Walker BlackLable x1 $23.00 Old Parr x1 $34.00 x1 $32.00 Chivas Regal Total $113.00 Have a nice day!,2022-03-05 13:58:00,,113.0,w.47thAvenue 03/05/2022 1:58PM Order Type:DINE IN Logan's x1,其他,3002w.47thAvenue 03/05/2022 1:58PM Order Type:DINE IN Logan's x1$24.00 Johnnie Walker BlackLable x1 $23.00 Old Parr x1 $34.00 x1 $32.00 Chivas Regal Total $113.00 Have a nice day!,2022,3,5,5,13
F:\ai\ocr_recognition\dataset\train\images\en_1604.jpg,3002w.47thAvenue 03/21/2022 11:03PM Order Type: DINE IN Glen Livet $16.00 ×1 Macallan $15.00 ×1 $11.00 Ballantine's Finst x1 Total $42.00 We appreciate your business Have a nice day!,2022-03-21 23:03:00,,42.0,w.47thAvenue 03/21/2022 11:03PM Order Type: DINE IN Glen Livet; Macallan; Total,其他,3002w.47thAvenue 03/21/2022 11:03PM Order Type: DINE IN Glen Livet $16.00 ×1 Macallan $15.00 ×1 $11.00 Ballantine's Finst x1 Total $42.00 We appreciate your business Have a nice day!,2022,3,21,0,23
F:\ai\ocr_recognition\dataset\train\images\en_1606.jpg,3002w.47th Avenue 03/25/2022 10:19PM Order Type:DINE IN x1 $20.00 Cutty Sart x1 $27.00 Haig Dimple Grant's $18.00 ×1 Total $65.00 We appreciate your business. Have a nice day!,2022-03-25 22:19:00,,65.0,w.47th Avenue 03/25/2022 10:19PM Order Type:DINE IN x1; ×1 Total,其他,3002w.47th Avenue 03/25/2022 10:19PM Order Type:DINE IN x1 $20.00 Cutty Sart x1 $27.00 Haig Dimple Grant's $18.00 ×1 Total $65.00 We appreciate your business. Have a nice day!,2022,3,25,4,22
F:\ai\ocr_recognition\dataset\train\images\en_1607.jpg,3002w.47thAvenue 03/28/2022 11:26PM Order Type: DINE IN High Land Park ×1 $21.00 Johnnie Walker Red Lable x1 $12.00 Haig Dimple ×1 $27.00 Total $60.00 We appreciate your business. Have a nice day!,2022-03-28 23:26:00,,60.0,w.47thAvenue 03/28/2022 11:26PM Order Type: DINE IN High Land Park ×1,其他,3002w.47thAvenue 03/28/2022 11:26PM Order Type: DINE IN High Land Park ×1 $21.00 Johnnie Walker Red Lable x1 $12.00 Haig Dimple ×1 $27.00 Total $60.00 We appreciate your business. Have a nice day!,2022,3,28,0,23
F:\ai\ocr_recognition\dataset\train\images\en_1608.jpg,3002w.47thAvenue 03/27/2022 11:16PM Order Type: DINE IN $16.00 Spring Bank x1 $13.00 Be11's x1 $20.00 x1 Cutty Sart Total $49.00 We appreciate your business. Have a nice day!,2022-03-27 23:16:00,,49.0,w.47thAvenue 03/27/2022 11:16PM Order Type: DINE IN; 's x1; Cutty Sart Total,其他,3002w.47thAvenue 03/27/2022 11:16PM Order Type: DINE IN $16.00 Spring Bank x1 $13.00 Be11's x1 $20.00 x1 Cutty Sart Total $49.00 We appreciate your business. Have a nice day!,2022,3,27,6,23
F:\ai\ocr_recognition\dataset\train\images\en_1610.jpg,JOE'S KANSAS CITY BAR-B-QUE 3002w.47th Avenue 03/28/2022 06:42PM Order Type: DINE IN Glenfiddich ×1 $18.00 Old Grand Dad ×1 $15.00 Ballantine's Finst ×1 $11.00 Total $44.00 We appreciate your business. Have a nice day!,2022-03-28 18:42:00,,44.0,w.47th Avenue 03/28/2022 06:42PM Order Type: DINE IN Glenfiddich ×1,其他,JOE'S KANSAS CITY BAR-B-QUE 3002w.47th Avenue 03/28/2022 06:42PM Order Type: DINE IN Glenfiddich ×1 $18.00 Old Grand Dad ×1 $15.00 Ballantine's Finst ×1 $11.00 Total $44.00 We appreciate your business. Have a nice day!,2022,3,28,0,18
F:\ai\ocr_recognition\dataset\train\images\en_1611.jpg,3002w.47thAvenue 03/28/2022 09:42PM Order Type:DINE IN $17.00 Stratbconon X1 $34.00 Old Parr x1 x1 $21.00 Jack Danie Total $72.00 We appreciate your business. Have a nice day!,2022-03-28 21:42:00,,72.0,w.47thAvenue 03/28/2022 09:42PM Order Type:DINE IN; x1,其他,3002w.47thAvenue 03/28/2022 09:42PM Order Type:DINE IN $17.00 Stratbconon X1 $34.00 Old Parr x1 x1 $21.00 Jack Danie Total $72.00 We appreciate your business. Have a nice day!,2022,3,28,0,21
F:\ai\ocr_recognition\dataset\train\images\en_1612.jpg,3002w.47thAvenue 03/14/2022 10:52PM Order Type: DINE IN Ballantine's 17 Years Old x1 $31.00 Chivas Regal $32.00 x1 Maker's Mark $29.00 ×1 Chivas Regal ×1 $32.00 Total $124.00 We appreciate your business. Have a nice day!,2022-03-14 22:52:00,,124.0,w.47thAvenue 03/14/2022 10:52PM Order Type: DINE IN Ballantine's 17 Years Old x1; x1 Maker's Mark; Chivas Regal ×1,其他,3002w.47thAvenue 03/14/2022 10:52PM Order Type: DINE IN Ballantine's 17 Years Old x1 $31.00 Chivas Regal $32.00 x1 Maker's Mark $29.00 ×1 Chivas Regal ×1 $32.00 Total $124.00 We appreciate your business. Have a nice day!,2022,3,14,0,22
F:\ai\ocr_recognition\dataset\train\images\en_1613.jpg,3002w.47thAvenue 03/30/2022 06:23PM Order Type:DINE IN JandB ×1 $18.00 Total $18.00 We appreciate your business. Have a nice day!,2022-03-30 18:23:00,,18.0,w.47thAvenue 03/30/2022 06:23PM Order Type:DINE IN JandB ×1,其他,3002w.47thAvenue 03/30/2022 06:23PM Order Type:DINE IN JandB ×1 $18.00 Total $18.00 We appreciate your business. Have a nice day!,2022,3,30,2,18
F:\ai\ocr_recognition\dataset\train\images\en_1615.jpg,JOE'S KANSAS CITY BAR-B-QUE 3002 w.47th Avenue 03/29/2022 09:16PM Order Type: DINE IN Haig Dimple x1$27.00 Ballantine's 17 Years Old x1$31.00 Jand B X1$18.00 Total $76.00 We appreciate your business. Have a nice day!,2022-03-29 21:16:00,3002 w.47th Ave,76.0,w.47th Avenue 03/29/2022 09:16PM Order Type: DINE IN Haig Dimple x1; Years Old x1,其他,JOE'S KANSAS CITY BAR-B-QUE 3002 w.47th Avenue 03/29/2022 09:16PM Order Type: DINE IN Haig Dimple x1$27.00 Ballantine's 17 Years Old x1$31.00 Jand B X1$18.00 Total $76.00 We appreciate your business. Have a nice day!,2022,3,29,1,21
F:\ai\ocr_recognition\dataset\train\images\en_638.jpg,"MICHAELKORS 9090 Carousel Conter Drive, 688807/08/2021 10:05 Casher:105558 PRIGE AMOUNT ITEM QTY $33.00 short sleeve $33.00 1 $35.00 $35.00 overalls 1 $24.00 $24.00 mini-skirt 1 USD Subtotal:$92.00 Total:$92.00 VISA CARD:S92.00 G111J14,H613.P4A.HKE0 WITHINLO",2021-07-08 10:05:00,,92.0,"Carousel Conter Drive, 688807/08/2021 10:05 Casher:105558 PRIGE AMOUNT ITEM QTY; overalls 1; mini-skirt 1 USD Subtotal:; VISA CARD:S",其他,"MICHAELKORS 9090 Carousel Conter Drive, 688807/08/2021 10:05 Casher:105558 PRIGE AMOUNT ITEM QTY $33.00 short sleeve $33.00 1 $35.00 $35.00 overalls 1 $24.00 $24.00 mini-skirt 1 USD Subtotal:$92.00 Total:$92.00 VISA CARD:S92.00 G111J14,H613.P4A.HKE0 WITHINLO",2021,7,8,3,10
F:\ai\ocr_recognition\dataset\train\images\en_652.jpg,"MICHAELKORS 9090 Carousel Conter Drive, 688819/07/2021 9:07 Casher:105558 ITEM PRIGE AMOUNT QTY mini-skirt $24.00 $24.00 1 plimsolls $32.00 $96.00 3 USD Subtotal:$120.00 Total:$120.00 VISA CARD:$120.00 G111J14,H613.P4A.HKE0 ALL SALEITEMSAREFINALSALEFOOTWEAR WITHIN LO",2021-07-19 09:07:00,,120.0,"Carousel Conter Drive, 688819/07/2021 9:07 Casher:105558 ITEM PRIGE AMOUNT QTY mini-skirt; 1 plimsolls; 3 USD Subtotal:; VISA CARD:",其他,"MICHAELKORS 9090 Carousel Conter Drive, 688819/07/2021 9:07 Casher:105558 ITEM PRIGE AMOUNT QTY mini-skirt $24.00 $24.00 1 plimsolls $32.00 $96.00 3 USD Subtotal:$120.00 Total:$120.00 VISA CARD:$120.00 G111J14,H613.P4A.HKE0 ALL SALEITEMSAREFINALSALEFOOTWEAR WITHIN LO",2021,7,19,0,9
F:\ai\ocr_recognition\dataset\train\images\en_840.jpg,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-27 10:49:01 21 GST:2 TBL: 1 $17.00 skirt 1 $27.00 dress 1 $6.00 bra 1 $9.00 vest Subtotal: $59.00 10%Service Charge: $5.90 total: $64.90 Times of Printing:1 Thank you!",2027-06-21 10:49:00,48 Sydney Ave,59.0,"/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-27 10:49:01 21 GST:2 TBL: 1; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-06-27 10:49:01 21 GST:2 TBL: 1 $17.00 skirt 1 $27.00 dress 1 $6.00 bra 1 $9.00 vest Subtotal: $59.00 10%Service Charge: $5.90 total: $64.90 Times of Printing:1 Thank you!",2027,6,21,0,10
F:\ai\ocr_recognition\dataset\train\images\en_843.jpg,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-09-25 14:03:13 TBL: 23 GST:2 underwear 2 $24.00 jammy 1 $18.00 Subtotal: $42.00 10%Service Charge: $4.20 total: $46.20 Times of Printing:1 Thank you!",2025-09-21 14:03:00,48 Sydney Ave,42.0,"/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-09-25 14:03:13 TBL: 23 GST:2 underwear 2; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building. 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-09-25 14:03:13 TBL: 23 GST:2 underwear 2 $24.00 jammy 1 $18.00 Subtotal: $42.00 10%Service Charge: $4.20 total: $46.20 Times of Printing:1 Thank you!",2025,9,21,6,14
F:\ai\ocr_recognition\dataset\train\images\en_847.jpg,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-03-19 13:44:57 20 GST:2 TBL: suit 1 $30.00 1 $27.00 dress uniform 1 $25.00 Subtotal: $82.00 $8.20 total: $90.20 Times of Printing:1 Thank you!",2019-03-21 13:44:00,48 Sydney Ave,82.0,"/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-03-19 13:44:57 20 GST:2 TBL: suit 1",购物,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-03-19 13:44:57 20 GST:2 TBL: suit 1 $30.00 1 $27.00 dress uniform 1 $25.00 Subtotal: $82.00 $8.20 total: $90.20 Times of Printing:1 Thank you!",2019,3,21,3,13
F:\ai\ocr_recognition\dataset\train\images\en_848.jpg,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-06-09 16:29:01 TBL: 25 GST:2 uniform 1 S25.00 tie 1 $4.00 sweater S21.00 Subtotal: S50.00 10%Service Charge: $5.00 total: $55.00 Times of Printing:1 Thank you!",2009-06-21 16:29:00,48 Sydney Ave,55.0,"/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-06-09 16:29:01 TBL: 25 GST:2 uniform 1 S; Subtotal: S; %Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building, 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 Open at:2021-06-09 16:29:01 TBL: 25 GST:2 uniform 1 S25.00 tie 1 $4.00 sweater S21.00 Subtotal: S50.00 10%Service Charge: $5.00 total: $55.00 Times of Printing:1 Thank you!",2009,6,21,6,16
F:\ai\ocr_recognition\dataset\train\images\en_850.jpg,"Charm clothing store 1/F,britain Insurance Building, 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-10-31 16:42:19 TBL: 21 GST:2 suit 4 $120.00 skirt 2 $34.00 swimmingsuit $ 12.00 Subtotal: $166.00 10%Service Charge: $16.60 total: $182.60 Times of Printing:1 Thank you!",2031-10-21 16:42:00,,166.0,"/F,britain Insurance Building, 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-10-31 16:42:19 TBL: 21 GST:2 suit 4; Subtotal:; %Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building, 48Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-10-31 16:42:19 TBL: 21 GST:2 suit 4 $120.00 skirt 2 $34.00 swimmingsuit $ 12.00 Subtotal: $166.00 10%Service Charge: $16.60 total: $182.60 Times of Printing:1 Thank you!",2031,10,21,1,16
F:\ai\ocr_recognition\dataset\train\images\en_852.jpg,"Charm clothing store 1/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-02-13 10:57:12 TBL: 21 GST:2 coat 3 $27.00 Subtotal: $27.00 10%Service Charge: $2.70 total: $29.70 Times of Printing:1 Thank you!",2013-02-21 10:57:00,48 Sydney Ave,27.0,"/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-02-13 10:57:12 TBL: 21 GST:2 coat 3; 10%Service Charge:",购物,"Charm clothing store 1/F,britain Insurance Building 48 Sydney Avenue, Sydney Waiter: CHK: 01000/1 0pen at:2021-02-13 10:57:12 TBL: 21 GST:2 coat 3 $27.00 Subtotal: $27.00 10%Service Charge: $2.70 total: $29.70 Times of Printing:1 Thank you!",2013,2,21,3,10
