image_path,text,category
F:\ai\ocr_recognition\dataset\train\images\en_1478.jpg,description Rate Amount HKStyle X2 $3.7 $7.4 Hot Tea X1 $3.7 $3.7 SUBTOTAL $11.10 TAX $110 GRATUITY $000 TOTAL $12.20 THANK YOU EOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1479.jpg,Friendship milk tea shop DATA:19/03/2018 11:46:19AM description Rate Iced Milk Amount Tea X2 $3 $6 HKStylex1 $3.7 Hot Lemon $3.7 Teax1 $2.8 $2.8 SUBTOTAL $12.50 TAX $1.20 GRATUITY $0.00 TOTAL $13.70 PLBASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1480.jpg,Friendship milk tea shop DATA:31/03/201820:36:44PM Rate Amount description $2.8 $5.6 HotLemon TeaXz $4 #$ Peanut Milk Tea Xi $9.60 SUBTOTAL $0.90 $0.00 GRATUITY $10.50 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1481.jpg,Friendship milk tea shop DATA: 16/03/2020 18:20:27PM description Rate Amount HK Style X1 $3.7 $3.7 Strawberry Milk Tea X2 $4 8S Hot Tea X1 $3.7 $3.7 SUBTOTAL $15.40 TAX $1.50 GRATUITY $0.00 TOTAL $16.90 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1482.jpg,Friendship milk tea shop DATA:29/05/201820:45:17 PM description Rate Peanut Milk Tea X2 Amount $4 Coconut Milk Tea Xa $8 $3.5 Taro Milk Tea X1 $3.5 $3.5 SUBTOTAL $3.5 $15.00 GRATUITY $1.50 TOTAL $0.00 $16.50 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1483.jpg,Friendship milk tea shop DATA:18/02/201807:29:41AM Amount Rate description $4 $4 Chocolate MilkTeax1 $3.7 $3.7 Hot TeaX1 $7.4 $3.7 HK Style x2 $15.10 SUBTOTAL $1.50 TAX $0.00 GRATUITY $16.60 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1484.jpg,Friendship milk tea shop DATA:17/06/201817:46:19PM description Rate Amount Iced Peach $3.5 $3.5 Tea xl Iced Kiwi $3.5 $3.5 Tea x1 $ 7.0 SUBTOTAL TAX $ 0.70 $ 0.00 GRATUITY TOTAL $ 7.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1485.jpg,Friendship milk tea shop DATA:15/03/2019 15:15:15PM description Rate Amount Pearl Milk Tea $4 X2 $8 Hot Lemon $2.8 X1 HK Style X2 $3.7 $7.4 SUBTOTAL $18.2 TAX $1.8 GRATUITY $0.00 TOTAL $20.00 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1486.jpg,Friendship milk tea shop DATA:06/07/201916:07:24PM description Pearl Milk Tea Rate Amount X1 $4 $4 Iced Lemon Tea X1 $2.8 $2.8 StrawberryMilk TeaXl $4 $4 SUBTOTAL $10.80 TAX GRATUITY $1.0 TOTAL 0009 $11.80 PLBASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1487.jpg,DATA:11/06/201812:29:08AM description Iced Blueberry Te Rate Amount ax2 $3.5 Iced Lemon Tea $7.0 X1 $2.8 $2.8 SUBTOTAL $9.80 TAX $0.90 GRATUITY $0.00 TOTAL $10.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1488.jpg,Friendship milk tea shop DATA:21/09/201808:46:17AM description Rate Amount Iced Milk Teax1 $3 $3 Pineapple Teax2 $3.5 $7.0 SUBTOTAL $10.00 $1.00 GRATUITY $0.00 TOTAL $11.00 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1489.jpg,Friendship milk tea shop DATA:9/11/201811:01:46AM description Rate Amount Chocolate MilkT $4 $4 eax lced Green Tea $3.5 $3.5 X2 HotTeax1 $3.7 $3.7 SUBTOTAL $11.20 TAX $1.10 GRATUITY $0.00 TOTAL $12.30 PLBASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1490.jpg,，母余和妹妹已经托她们的贝 Friendship milk tea shop DATA:29/07/201808:28:41AM Rate Amount description Iced Blackbe $5.5 $5.5 rry Tea x1 Iced Peach $3.5 $7.0 Teax2 $12.50 SUBTOTAL TAX $1.20 $0.00 GRATUITY TOTAL $13.70 不必发宁,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1491.jpg,descniption Rate Amount Taro $3.5 $3.5 Teax1 AOH Lemon $3.5 $3.5 Teax1 SUBTOTAL $7.00 TAX $0.70 $0.00 TOTAL $7.70 PLEASE COME AGAIN,其他
F:\ai\ocr_recognition\dataset\train\images\en_1492.jpg,Friendship milk tea shop DATA:24/10/2018 14:58:38PM description Rate Amount Iced Green Tea X1 $3.5 $3.5 Hot TeaX2 $3.7 $7.4 SUBTOTAL $10.90 $1.00 GRATUITY $0.00 TOTAL $11.90 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1493.jpg,Friendship milk tea shop DATA: 18/06/2019 18:28:19PM Rate Amount description Pineapple Tea $3.5 $7.0 X2 Taro Milk Tea $3.5 $7.0 X2 Iced Mango Tea $7.0 $3.5 x2 $ 21.00 SUBTOTAL $ 2.1 TAX 00 0 $ GRATUITY $ 23.1 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1494.jpg,Friendship milk tea shop DATA:28/05/2018 21:41:58 PM description Rate Amount IcedBlackberry $5.5 TeaX1 $5.5 Iced Lemon Tea $2.8 X1 $2.8 SUBTOTAL $8.30 $0.80 GRATUITY $0.00 TOTAL $9.10 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1495.jpg,Friendship milk tea shop DATA:28/06/2018 20:37:17 PM Rate Amount description Coconut MilkTeaX1 $3.5 $3.5 Taro Milk Tea Xa $3.5 $3.5 SUBTOTAL $7.0 TAX $0.70 GRATUITY $0.00 TOTAL $7.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1496.jpg,Friendship milk tea shop DATA:14/08/201810:48:19AM description Rate Amount Pineapple Tea x1 $3.5 $3.5 Iced Lemon Tea X1 $2.8 $2.8 SUBTOTAL $6.30 $0.60 GRATUITY $0.00 TOTAL $6.90 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1497.jpg,Friendship milk tea shop DATA:31/05/201810:17:41AM description Iced Kiwi Te Rate ax1 Amount Iced $3.5 Black $3.5 Teax1 $3.5 $3.5 SUBTOTAL TAX $7.00 GRATUITY $0.70 00.05 TOTAL $7.70 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1498.jpg,Friendship milk tea shop DATA:31/04/201810:33:41AM description Rate Amount Chocolate bs $8 MilkTeax2 Taro Milk $3.5 $3.5 Tea 1 Hot Lemon $3.5 $3.5 Tea SUBTOTAL $15.00 TAX $1.50 GRATUITY $0.00 TOTAL $16.50 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1499.jpg,Friendship milk tea shop DATA:13/04/201810:29:57AM description Rate Amount Iced Lemon Tea $2.8 $2.8 X1 Pineapple Tea xzS3.5 $7.0 SUBTOTAL 086$ $0.90 GRATUITY $0.00 TOTAL $10.70 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1500.jpg,Friendship milk tea shop DATA:14/08/201809:29:41AM description Rate Amount Icedchocolate $3.6 $3.6 Milk Teax1 HotTeaxl $3.7 $3.7 SUBTOTAL $7.30 TAX $0.70 GRATUITY $0.00 TOTAL $8.00 電子 THANK YOU FOR DINING WITH US! H8 PLEASE COME AGAIN 北,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1501.jpg,description Rate Iced Milk Tea Amount X1 $3 $3 Hot Lemon Tea $2.8 X1 $2.8 SUBTOTAL TAX $5.80 GRATUITY $0.50 TOTAL 000s S6.30,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1502.jpg,Friendship milk tea shop DATA:23/11/201814:28:38PM description Rate Amount lced Green Tea X1 $3.5 $3.5 $ 3.50 SUBTOTAL TAX $ 0.30 $0.00 GRATUITY $3.80 TOTAL,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1503.jpg,Friendship milk tea shop DATA:13/04/2020 17:17:17PM Rate Amount description Hot Lemon Tea $2.8 $2.8 LX SUBTOTAL $2.80 TAX $0.20 GRATUITY $0.00 TOTAL $3.00 THANK YOU FOR DINING WITH OS! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1504.jpg,Friendship milk tea shop DATA:21/07/2019 18:14:19PM Amount Rate description $7.0 $3.5 Pineapple Tea X2 Milk$4 $8 Peanut Tea x2 $7.0 $3.5 $22.00 x2 SUBTOTAL $2.2 TAX $0.00 GRATUITY $24.2 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1505.jpg,Friendship milk tea shop DATA:11/02/20189:48:11AM description Taro Milk Rate Tea x1 Amount $3.5 Iced Lemon $3.5 Tea x1 $2.8 $2.8 SUBTOTAL TAX $6.20 GRATUITY $0.60 TOTAL $0.00 $6.80 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1506.jpg,Friendship milk tea shop DATA:19/12/201811:57:37AM description Rate Amount Iced Pineapple Te ax1 $3.5 $3.5 Pearl MilkTeax1 $4 $4 SUBTOTAL $7.50 TAX $0.70 GRATUITY $0.00 TOTAL $8.20 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1507.jpg,Friendship milk tea shop DATA:17/02/201807:34:37AM deseription Rate Amount lced BlackberryT $5.5 $11.0 eax2 Hot Lemon Tea $2.8 $2.8 X1 lced Pineapple Te $3.5 $3.5 axi SUBTOTAL $17.30 $1.70 GRATUITY $0.00 TOTAL $19.00 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1508.jpg,Friendship milk tea shop DATA:8/10/2018 10:01:46 AM description Rate Amount Peanut MilkTea X2 $4 $8 Chocolate MilkT $4 eax1 $4 Iced Green Tea $3.5 $3.5 X1 SUBTOTAL $15.50 $1.50 GRATUITY $0.00 TOTAL $17.00 PLEASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1509.jpg,Friendship milk tea shop DATA:20/11/201811:39:17AM description Rate Amount Peanut Milk Tea $4 X $8 Hot Lemon Tea X2 $3.5 $7.0 SUBTOTAL $15.00 TAX $1.50 GRATUITY $0.00 TOTAL $16.50 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1510.jpg,Rate Amount description Peach $3.5 $3.5 Iced Teax1 Kiwi $3.5 $7.0 Iced Tea x2 Lemon $2.8 $5.6 Iced S 16.1 Teax2 SUBTOTAL $1.60 TAX $0.00 GRATUITY OLLTS TOTAL,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1511.jpg,Friendship milk tea shop DATA:14/11/2018 10:31:11AM Amount Rate description $3.5 $3.5 Taro Milk Tea x1 $3.5 Coconut Milk $3.5 Tea X1 $7.00 SUBTOTAL $0.70 TAX $0.00 GRATUITY $7.70 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1512.jpg,Friendship milk tea shop DATA:16/04/2019 19:14:35PM description Rate Amount Pearl Milk Tea $4 $4 X1 $3.7 $7.4 HK Style X2 $11.4 SUBTOTAL TAX $ 1.1 $ 0.00 GRATUITY TOTAL $12.50 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1513.jpg,Friendship milk tea shop DATA:12/09/2018 09:48:39 AM description Rate Amount HotTeax2 $3.7 $7.4 StrawberryMilk $4 Teax1 $4 PineappleTeax1 $3.5 $3.5 SUBTOTAL $14.90 TAX $1.40 GRATUITY $0.00 TOTAL $16.30 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1514.jpg,Friendship milk tea shop DATA:18/06/2018 7:17:39AM description Rate Amount Chocolate Mi lk Tea x1 $4 $4 Hot Tea x2 $3.7 $7.4 SUBTOTAL $11.40 TAX $1.10 GRATUITY $0.00 TOTAL $12.50 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1515.jpg,Friendship milk tea shop DATA:17/10/201810:33:17AM escription Rate Amount Taro Milk $3.5 $7.0 Tea X2 Hot Lemon $3.5 $7.0 Tea X2 SUBTOTAL $14.00 TAX $1.40 GRATUITY $0.00 TOTAL $15.40,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1516.jpg,Friendship milk tea shop DATA:16/10/20189:31:11AM Rate Amount description TaroMilk $3.5 $3.5 Teax 1 Hot Lemon $2.8 $2.8 Tea x1 SUBTOTAL $6.20 TAX $0.60 GRATUITY $0.00 TOTAL $6.80 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1517.jpg,Friendship milk tea shop DATA:28/06/2018 9:17:39AM description Rate Chocolate Mi Amount lk Tea x1 $4 $4 Iced Black Tea x1 $3.5 $3.5 SUBTOTAL $7.50 $0.70 GRATUITY $0.00 TOTAL $8.20 PLEASE COME AGAIN,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1518.jpg,DATA:30/10/2020 20:22:22PM Rate Amount description X1 $3.7 $3.7 HK Style X1 $3.7 $3.7 Hot Tea Hot Lemon Tea $2.8 $2.8 X1 SUBTOTAL $10.20 TAX $1.00 $0.00 GRATUITY TOTAL $11.20,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1519.jpg,Friendship milk tea shop DATA:19/10/201917:47:19PM description Rate Amount Teaxl $5.5 x2 $5.6 SUBTOTAL $11.1 TAX $1.1 GRATUITY $0.00 TOTAL $12.2 THANK YOU FOR DINING WITH US! PLEASECOMEAGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1520.jpg,Friendship milk tea shop DATA:1/01/2018 18:01:00PM Rate Amount description Pearl Milk Tea $4 $4 X1 X2 $15.00 $30.00 apple salad $34.00 SUBTOTAL TAX $3.40 $0.00 GRATUITY $37.40 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 西餐
F:\ai\ocr_recognition\dataset\train\images\en_1521.jpg,Friendship milk tea shop DATA:22/09/2018 14:09:58 PM description Rate Amount Chocolate Milk Tea $4 X3 $12 lced Chocolate $3.6 MilkTea X1 $3.6 $3.7 HotTea X1 $3.7 SUBTOTAL $19.30 $1.90 GRATUITY $0.00 TOTAL $21.20,餐饮 - 甜点
F:\ai\ocr_recognition\dataset\train\images\en_1522.jpg,DATA: 08/08/2018 08:08:08AM description Rate Amount Iced Lemon Tea $2.8 $2.8 X1 Iced Blueberry Te $3.5 $3.5 ax1 $6.30 SUBTOTAL $0.60 $0.00 GRATUITY $6.90 TOTAL,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1523.jpg,Friendship milk tea shop DATA:19/06/202020:48:34PM Amount Rate $5.6 description Teas2.8 Lemon Hot $3 X2 Iced $2.8 $2.8 Tea X1 Lemon $11.4 Hot SUBTOTAL $1.10 X1 TAX $0.00 GRATUITY $12.50 TOTAL,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1524.jpg,Friendship milk tea shop DATA:15/02/2018 11:34:57AM Rate Amount description $3.5 $7.0 PineappleTea x2 Iced BlackberryT $5.5 $5.5 eax1 $12.50 SUBTOTAL $1.20 TAX $0.00 GRATUITY $13.70 TOTAL THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1525.jpg,Friendship milk tea shop DATA:26/08/202020:27:20PM description Rate Amount HK Style X2 $3.7 $7.4 IcedLemon Tea S2.8 $2.8 X1 SUBTOTAL $10.20 TAX $1.00 GRATUITY $0.00 TOTAL $11.20 THANK YOU FOR DININGWITH US! PLEASE COMEAGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1526.jpg,Friendship milk tea shop DATA: 03/04/2020 20:20:17PM Rate Amount $3.7 $3.7 description X1 HK Style Tea $2.8 $2.8 Hot Lemon X1 $6.50 SUBTOTAL $0.60 $0.00 $7.10 GRATUITY TOTAL THANK,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1527.jpg,Friendship milk tea shop DATA:19/08/2018 10:46:19AM description Rate Amount Iced Mango Tea X2 $3.5 $7.0 HK Style X1 $3.7 $3.7 Hot Lemon TeaX1 $2.8 $2.8 SUBTOTAL $13.50 TAX $1.30 GRATUITY $0.00 TOTAL $14.80 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1528.jpg,Friendship milk tea shop DATA:6/09/201810:01:46AM deseription Rate Amount lcedMilkTea x2 $3 $6 Peanut Milk Tea $4 $4 X1 SUBTOTAL $10.00 TAX $1.00 GRATUITY $0.00 TOTAL $11.00 THANK YOU EOR DINING WITH USI PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1529.jpg,description Peanut Rate Amount Milk Teax2 $4 Coconut Milk $8 Tea X1 $3.5 $3.5 SUBTOTAL $11.50 TAX $1.10 GRATUITY $0.00 TOTAL $12.60 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1530.jpg,DATA:21/12/201918:21:19PM Amount Rate description $7.0 $3.5 Pineapple Tea X2 $5.6 Lemon Tea $2.8 Hot X2 $12.6 SUBTOTAL $1.20 TAX $0.00 GRATUITY $13.80 TOTAL PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1531.jpg,Friendship milk tea shop DATA:25/08/2018 19:27:58 PM description Rate Amount Hot Tea X $3.7 $3.7 IcedBlackberry $5.5 $11.0 Tea X2 SUBTOTAL $14.70 $1.40 GRATUITY $0.00 TOTAL $16.10,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1532.jpg,Friendship milk tea shop DATA:30/05/201920:11:24PM description Pearl Milk Tea Rate X1 Amount Iced Lemon Tea $4 $4 X1 $2.8 Iced Kiwi $2.8 X1 Tea $3.5 $3.5 SUBTOTAL TAX $10.30 GRATUITY $1.0 TOTAL $0.00 $11.30 THANK YOU FOR DINING WITH US! PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1533.jpg,Friendship milk tea shop DATA:30/01/201814:36:44PM Rate Amount description $3.5 $3.5 Iced MangoTea Xi SUBTOTAL $3.50 TAX $0.30 GRATUITY $0.00 TOTAL $3.80 PLEASE COME AGAIN,餐饮 - 饮品
F:\ai\ocr_recognition\dataset\train\images\en_1534.jpg,Happy fast food DATE: 11/03/2016 TIME: 15:56:49 description Rate Kid's meal x1 Amount $23.3 Zinger burger combox1 $23.3 $15.7 $15.7 Subtotal: $39.00 Gratuity: $0.00 Total: $39.00 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1535.jpg,*CREDIT CARD VOUCHER*** Happy fast food DATE: 09/11/2019 TIME: 16:34:19 description Rate Amount $5.3 $5.3 Original Recipexi Mexican Twister combo $16.5 $16.5 X1 $21.80 Subtotal: $0.00 Gratuity: $21.80 Total: Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1536.jpg,*CKEDIL CVBD AONCHEB ***CREDIT CARD VOUCHER*** Happy fast food DATE: 28/04/2018 TIME: 16:09:29 description Rate Amount New Orleans roast $6.3 $12.6 wings x2 Dragon Twister combo $16.3 $16.3 X1 Hot wing combo x1 $16.7 $16.7 Subtotal: $45.60 Gratuity: $0.00 Total: $45.60 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1537.jpg,*** CREDIT CARD VOUCHER *** Happy fast food DATE: 28/03/2020 TIME: 20:23:17 description Rate Amount Bucketmealx2 $25.5 $51.00 Subtotal: $51.00 Gratuity: $0.00 Total: $51.00 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1538.jpg,***CREDITCARD VOUCHER*** Happy fast food DATE: 31/01/2015 TIME: 17:49:34 description Rate Amount Kid'smeal x1 $23.3 $23.3 Zinger burger combo $15.7 $15.7 X1 Mini burgercombox1 S25.3 $15:3 Subtotal: $54.3 Gratuity: $0.00 Total: $54.3 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1539.jpg,★**CREDIT CARD VOUCHER*** Happy fast food DATE: 03/02/2014 10:11:25 description Rate Amount Chicken leg sandwichx1 $12.00 $12.00 Popcorn Chicken x2 $5.00 $5.00 Subtotal: $17.00 Gratuity: $0.00 Total: $17.00 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1540.jpg,Happy fast food DATE: 07/07/2016 TIME: 22:01:44 description Rate Amount Popcorn Chicken x1 $5.0 $5.0 Mexican Twister combo $16.5 $16.5 X1 Subtotal: $21.50 Gratuity: $0.00 Total: $21.50 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1541.jpg,**CREDIT CARD VOUCHER*** Happy fast food DATE: 16/10/2018 TIME: 16:48:19 description Rate Amount New Orleans roast $6.3 $12.6 wingsx2 Roasted chicken burger $15.5 $15.5 combo x1 Popcorn Chicken x1 $5.0 $5.0 Subtotal: $33.10 Gratuity: $O.00 Total: $33.10 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1542.jpg,Happy fast food DATE: 15/03/2014 TIME: 20:33:11 description Rate Amount $25.5 Bucket meal x1 $25.5 $16.3 Dragon Twister combo x1 $16.3 $41.80 Subtotal: $0.00 Gratuity: $41.80 Total: Signature:,其他
F:\ai\ocr_recognition\dataset\train\images\en_1543.jpg,Happy fast food DATE: 31/10/2017 TIME: 23:14:17 description Rate Amount Mexican Twister combo $16.5 $16.5 X1 Bucketmeal x1 $25.5 $25.5 Popcorn Chickenx1 $5.0 $5.0 Subtotal: $47.00 Gratuity: $0.00 Total: $47.00 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1544.jpg,***CREDIT CARDVOUCHER*** Happy fast food DATE: 12/12/2020 E 12:12:12 description Extratastycrispyx2 Rate Amount $6.0 $12.00 Subtotal: $12.00 Gratuity: $0.00 $12.00 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1545.jpg,Happy fast food DATE: 12/09/2017 TIME: 19:14:17 description Rate Amount Mexican Twister combo $16.5 $16.5 X1 Bucket meal xi $25.5 $25.5 Subtotal: $42.00 Gratuity: $0.00 Total: $42.00 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1546.jpg,***CREDIT CARD VOUCHER *** Happy fast food 22/06/2018 DATE: 19:49:19 TIME: Rate Amount description roast $6.3 $6.3 New Orleans wings x1 $23.3 $23.3 Kid's meal X1 $29.60 Subtotal: $0.00 Gratuity: $29.60 Total: Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1547.jpg,·CREDIT CARDVOUCHER Happy fast food DATE: 06/02/2014 TIME: 08:41:57 description Rate Amount Kid'smealx1 $23.3 $23.3 Original Recipe x1 $5.3 $5.3 Subtotal: $28.60 Gratuity: $0.00 Total: $28.60 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1548.jpg,**CREDIT CARD VOUCHER *** Happy fast food DATE: 12/03/2019 TIME: 21:42:49 description Rate Amount $15.3 $15.3 Miniburgercomboxa $5.3 $5.3 Original Recipexi $20.60 Subtotal: $O.00 Gratuity: $20.60 Total: Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1549.jpg,Happy fast food DATE: 23/12/2015 TIME: 17:49:19 description Rate Amount Extra tasty crispy x1 $6.0 $6.0 Zinger burger combo $15.7 X1 $15.7 Subtotal: $21.7.00 Gratuity: $0.00 Total: $21.70 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1550.jpg,Happy fast food DATE: 03/12/2018 TIME: 19:09:19 description Rate Amount Popcorn Chicken x2 0 $10.00 New Orleans roast $6.3 $6.3 wings x1 Subtotal: $16.30 Gratuity: $0.00 Total: $16.30 Signature: Customer Copy,其他
F:\ai\ocr_recognition\dataset\train\images\en_1551.jpg,***CREDIT CARD VOUCHER*** Happy fast food DATE: 16/07/2018 TIME: 23:48:39 description Rate Amount Roasted chicken burger $25.5 $15.5 combo x1 Popcorn Chicken xi $5.0 $5.0 Subtotal: $20.50 Gratuity: $0.00 Total: $20.50 Signature; Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1552.jpg,***CREDITCARDVOUCHER*** Happy fast food DATE: 20/08/2017 TIME: 13:44:47 description Mini burger combo x1 Rate Amount Original Recipe x1 $15.3 $15.3 $5.3 Subtotal: $20.60 Gratuity: $O.00 $20.60 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1553.jpg,***CREDIT CARD VOUCHER *** Happy fast food DATE: 24/03/2018 TIME: 09:17:49 description Rate Amount Extra tastycrispyx2 $6.0 $12.0 Mexican Twister combo $16.5 X1 $16.5 Kid's meal x1 $23.3 $23.3 Subtotal: $51.80 Gratuity: $0.00 $51.80 Total: Signature: Customer,其他
F:\ai\ocr_recognition\dataset\train\images\en_1554.jpg,***CREDIT CARD VOUCHER *** Happy fast food DATE: 24/09/2019 TIME: 19:03:49 description Rate Amount $16.7 $16.7 Hot wing combo x1 $15.3 $15.3 Mini burger combo x1 Subtotal: $33.00 Gratuity: $0.00 Total: $33.00 Signature: Customer Copy,餐饮 - 快餐
F:\ai\ocr_recognition\dataset\train\images\en_1555.jpg,**CREDIT CARD VOUCHER*** Happy fast food DATE: 04/02/2014 TIME: 23:45:25 description Rate Amount Roasted chicken burger $25.5 $15.5 combo x1 Popcorn Chicken xa $5.00 $5.00 Subtotal: $20.50 Gratuity: $0.00 Total: $20.50 Signature: Customer Copy,餐饮 - 快餐
